ranker,player,pos,age,team_id,g,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,height,weight,salary,re_rank,season,draft_team,exp,career_salary
277,O.J. Mayo,SG,22,MEM,82,82,3113,542,1183,0.458,136,355,0.383,406,828,0.49,0.516,212,262,0.809,61,250,311,242,98,17,176,174,1432,95,196,4165560,1,2009/2010,Minnesota Timberwolves,1,"$46,149,437 "
278,Luc Mbah a Moute,PF,23,MIL,73,62,1866,177,369,0.48,6,17,0.353,171,352,0.486,0.488,93,133,0.699,171,229,400,81,60,39,70,181,453,104,203,736420,,2009/2010,Milwaukee Bucks,1,"$30,669,610 "
279,Antonio McDyess,PF,35,SAS,77,50,1617,205,428,0.479,0,2,0,205,426,0.481,0.479,36,57,0.632,149,306,455,83,43,32,79,147,446,99,206,4500000,,2009/2010,Los Angeles Clippers,15,"$116,638,859 "
280,JaVale McGee,C,22,WAS,60,19,968,156,307,0.508,0,1,0,156,306,0.51,0.508,74,116,0.638,88,155,243,14,16,101,51,122,386,122,213,1496640,,2009/2010,Washington Wizards,1,"$61,492,164 "
281,Tracy McGrady,SG,30,NYK,24,24,627,84,216,0.389,15,62,0.242,69,154,0.448,0.424,43,57,0.754,22,67,89,93,15,12,43,38,226,95,203,23239562,,2009/2010,Toronto Raptors,12,"$162,978,278 "
281,Tracy McGrady,SG,30,HOU,6,0,46,7,19,0.368,1,2,0.5,6,17,0.353,0.395,4,6,0.667,0,5,5,6,0,2,1,2,19,95,203,23239562,,2009/2010,Toronto Raptors,12,"$162,978,278 "
281,Tracy McGrady,SG,30,TOT,30,24,673,91,235,0.387,16,64,0.25,75,171,0.439,0.421,47,63,0.746,22,72,94,99,15,14,44,40,245,95,203,23239562,,2009/2010,Toronto Raptors,12,"$162,978,278 "
282,Dominic McGuire,SF,24,SAC,10,2,67,4,12,0.333,0,0,,4,12,0.333,0.333,0,2,0,6,12,18,3,1,1,7,3,8,99,206,825497,,2009/2010,Washington Wizards,2,"$4,178,739 "
282,Dominic McGuire,SF,24,WAS,41,0,240,15,40,0.375,0,0,,15,40,0.375,0.375,0,5,0,17,44,61,8,4,3,10,32,30,99,206,825497,,2009/2010,Washington Wizards,2,"$4,178,739 "
282,Dominic McGuire,SF,24,TOT,51,2,307,19,52,0.365,0,0,,19,52,0.365,0.365,0,7,0,23,56,79,11,5,4,17,35,38,99,206,825497,,2009/2010,Washington Wizards,2,"$4,178,739 "
283,Josh McRoberts,C,22,IND,42,3,524,76,146,0.521,8,23,0.348,68,123,0.553,0.548,19,38,0.5,40,87,127,44,17,16,19,74,179,108,208,825497,1,2009/2010,Portland Trail Blazers,2,"$34,288,647 "
284,Jodie Meeks,SG,22,PHI,19,0,233,40,91,0.44,19,50,0.38,21,41,0.512,0.544,13,18,0.722,4,23,27,17,5,1,5,19,112,95,193,650000,57,2009/2010,Milwaukee Bucks,0,"$31,190,761 "
284,Jodie Meeks,SG,22,MIL,41,0,486,64,177,0.362,23,82,0.28,41,95,0.432,0.427,18,21,0.857,5,67,72,22,13,4,20,33,169,95,193,650000,57,2009/2010,Milwaukee Bucks,0,"$31,190,761 "
284,Jodie Meeks,SG,22,TOT,60,0,719,104,268,0.388,42,132,0.318,62,136,0.456,0.466,31,39,0.795,9,90,99,39,18,5,25,52,281,95,193,650000,57,2009/2010,Milwaukee Bucks,0,"$31,190,761 "
285,Pops Mensah-Bonsu,PF,26,HOU,4,0,13,1,4,0.25,0,0,,1,4,0.25,0.25,3,6,0.5,1,3,4,1,1,1,0,3,5,108,206,242793,,2009/2010,,4,"$1,107,378 "
285,Pops Mensah-Bonsu,PF,26,TOR,16,0,107,12,29,0.414,0,0,,12,29,0.414,0.414,10,18,0.556,15,16,31,2,3,8,10,17,34,108,206,242793,,2009/2010,,4,"$1,107,378 "
285,Pops Mensah-Bonsu,PF,26,TOT,20,0,120,13,33,0.394,0,0,,13,33,0.394,0.394,13,24,0.542,16,19,35,3,4,9,10,20,39,108,206,242793,,2009/2010,,4,"$1,107,378 "
286,C.J. Miles,SF,22,UTA,63,28,1497,241,562,0.429,74,217,0.341,167,345,0.484,0.495,66,95,0.695,42,126,168,105,58,17,81,190,622,99,198,3700000,12,2009/2010,Utah Jazz,4,"$59,266,256 "
287,Darko Miličić,C,24,MIN,24,18,614,92,187,0.492,0,1,0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,113,213,7500000,,2009/2010,Detroit Pistons,8,"$52,323,642 "
287,Darko Miličić,C,24,NYK,8,0,71,8,17,0.471,0,0,,8,17,0.471,0.471,0,0,,5,13,18,4,4,1,2,7,16,113,213,7500000,,2009/2010,Detroit Pistons,8,"$52,323,642 "
287,Darko Miličić,C,24,TOT,32,18,685,100,204,0.49,0,1,0,100,203,0.493,0.49,15,28,0.536,47,104,151,47,22,34,35,82,215,113,213,7500000,,2009/2010,Detroit Pistons,8,"$52,323,642 "
288,Andre Miller,PG,33,POR,82,66,2500,404,908,0.445,16,80,0.2,388,828,0.469,0.454,322,392,0.821,81,185,266,445,93,9,173,169,1146,90,190,6730800,,2009/2010,Cleveland Cavaliers,12,"$98,114,732 "
289,Brad Miller,C,33,CHI,82,37,1950,250,581,0.43,37,132,0.28,213,449,0.474,0.462,182,220,0.827,83,316,399,154,44,29,107,189,719,110,211,12250000,,2009/2010,,15,"$91,247,500 "
290,Mike Miller,SG,29,WAS,54,50,1805,217,433,0.501,82,171,0.48,135,262,0.515,0.596,70,85,0.824,55,281,336,212,39,12,115,131,586,98,203,9750000,13,2009/2010,Orlando Magic,11,"$93,176,913 "
291,Patty Mills,PG,21,POR,10,0,38,10,24,0.417,2,4,0.5,8,20,0.4,0.458,4,7,0.571,1,1,2,5,0,0,4,6,26,81,185,457588,,2009/2010,Portland Trail Blazers,0,"$49,328,139 "
292,Paul Millsap,PF,24,UTA,82,8,2277,385,716,0.538,1,9,0.111,384,707,0.543,0.538,183,264,0.693,186,373,559,131,64,99,116,285,954,116,201,7692932,66,2009/2010,Utah Jazz,3,"$183,182,070 "
293,Nazr Mohammed,C,32,CHA,58,29,984,189,342,0.553,0,0,,189,342,0.553,0.553,81,125,0.648,114,190,304,28,15,43,53,105,459,100,208,6466600,,2009/2010,Utah Jazz,19,"$65,514,968 "
294,Jamario Moon,SF,29,CLE,61,2,1052,114,247,0.462,32,100,0.32,82,147,0.558,0.526,36,45,0.8,26,165,191,49,34,30,23,69,296,92,203,2750000,79,2009/2010,,4,"$6,888,680 "
295,Mikki Moore,C,34,GSW,23,20,406,54,90,0.6,0,0,,54,90,0.6,0.6,7,11,0.636,26,43,69,36,5,13,21,60,115,102,211,2000000,,2009/2010,,17,"$25,300,815 "
296,Randolph Morris,PF,24,ATL,28,0,124,23,41,0.561,0,0,,23,41,0.561,0.561,16,27,0.593,10,28,38,2,5,3,12,34,62,120,208,855189,10,2009/2010,,3,"$2,462,770 "
297,Adam Morrison,SF,25,LAL,31,0,241,32,85,0.376,5,21,0.238,27,64,0.422,0.406,5,8,0.625,10,22,32,18,3,2,10,17,74,92,203,5257229,,2009/2010,Charlotte Bobcats,4,"$16,920,989 "
298,Anthony Morrow,SG,24,GSW,69,37,2018,329,703,0.468,140,307,0.456,189,396,0.477,0.568,101,114,0.886,61,198,259,104,65,16,84,158,899,95,196,736420,91,2009/2010,,1,"$24,237,958 "
299,Byron Mullens,PF,20,OKC,13,0,54,7,19,0.368,0,0,,7,19,0.368,0.368,0,0,,3,7,10,1,2,0,4,13,14,124,213,1120200,8,2009/2010,Dallas Mavericks,0,"$6,813,813 "
300,Troy Murphy,PF,29,IND,72,69,2344,384,813,0.472,128,333,0.384,256,480,0.533,0.551,154,193,0.798,129,608,737,150,72,34,100,175,1050,111,211,11047619,46,2009/2010,Golden State Warriors,10,"$66,024,785 "
301,Ronald Murray,SG,30,CHI,29,1,680,108,272,0.397,28,90,0.311,80,182,0.44,0.449,48,63,0.762,13,72,85,51,18,4,26,49,292,86,193,1990000,,2009/2010,Milwaukee Bucks,13,"$9,633,431 "
301,Ronald Murray,SG,30,CHA,46,1,993,160,411,0.389,41,131,0.313,119,280,0.425,0.439,93,131,0.71,15,83,98,84,28,12,65,77,454,86,193,1990000,,2009/2010,Milwaukee Bucks,13,"$9,633,431 "
301,Ronald Murray,SG,30,TOT,75,2,1673,268,683,0.392,69,221,0.312,199,462,0.431,0.443,141,194,0.727,28,155,183,135,46,16,91,126,746,86,193,1990000,,2009/2010,Milwaukee Bucks,13,"$9,633,431 "
302,Eduardo Nájera,PF,33,DAL,33,3,481,42,93,0.452,16,47,0.34,26,46,0.565,0.538,8,12,0.667,22,55,77,14,17,12,13,61,108,108,203,3100000,,2009/2010,Houston Rockets,11,"$36,882,819 "
302,Eduardo Nájera,PF,33,NJN,13,2,204,20,53,0.377,3,17,0.176,17,36,0.472,0.406,6,12,0.5,12,26,38,15,9,2,12,33,49,108,203,3100000,,2009/2010,Houston Rockets,11,"$36,882,819 "
302,Eduardo Nájera,PF,33,TOT,46,5,685,62,146,0.425,19,64,0.297,43,82,0.524,0.49,14,24,0.583,34,81,115,29,26,14,25,94,157,108,203,3100000,,2009/2010,Houston Rockets,11,"$36,882,819 "
303,Steve Nash,PG,35,PHO,81,81,2660,499,985,0.507,124,291,0.426,375,694,0.54,0.57,211,225,0.938,34,234,268,892,42,12,295,108,1333,88,190,13125000,,2009/2010,Phoenix Suns,13,"$146,936,620 "
304,Jameer Nelson,PG,27,ORL,65,64,1860,317,706,0.449,86,226,0.381,231,480,0.481,0.51,98,116,0.845,26,168,194,353,48,2,139,147,818,86,183,6138888,,2009/2010,Denver Nuggets,5,"$70,106,370 "
305,Rasho Nesterović,C,33,TOR,42,8,413,81,149,0.544,0,0,,81,149,0.544,0.544,1,5,0.2,37,52,89,25,10,17,16,54,163,112,213,1990000,,2009/2010,Minnesota Timberwolves,11,"$50,326,401 "
306,Joakim Noah,C,24,CHI,64,54,1925,262,520,0.504,0,0,,262,520,0.504,0.504,163,219,0.744,220,484,704,132,32,100,117,198,687,104,211,2455680,72,2009/2010,Chicago Bulls,2,"$131,907,639 "
307,Andrés Nocioni,SF,30,SAC,75,28,1477,234,587,0.399,96,249,0.386,138,338,0.408,0.48,71,99,0.717,32,190,222,75,32,26,67,160,635,102,201,7500000,,2009/2010,,7,"$46,750,000 "
308,Steve Novak,SF,26,LAC,54,0,362,42,108,0.389,22,71,0.31,20,37,0.541,0.491,7,9,0.778,1,32,33,6,7,2,2,21,113,102,208,855189,57,2009/2010,Houston Rockets,3,"$21,636,397 "
309,Dirk Nowitzki,PF,31,DAL,81,80,3039,720,1496,0.481,51,121,0.421,669,1375,0.487,0.498,536,586,0.915,80,540,620,218,70,79,149,208,2027,111,213,19795714,,2009/2010,Milwaukee Bucks,11,"$255,371,801 "
310,Patrick O'Bryant,C,23,TOR,11,0,51,8,15,0.533,0,1,0,8,14,0.571,0.533,3,6,0.5,2,9,11,1,2,4,5,12,19,117,213,1620000,,2009/2010,Golden State Warriors,5,"$7,398,120 "
311,Jermaine O'Neal,C,31,MIA,70,70,1991,394,745,0.529,0,2,0,394,743,0.53,0.529,162,225,0.72,124,362,486,92,25,95,125,212,950,102,211,23016000,,2009/2010,Portland Trail Blazers,15,"$168,794,021 "
312,Shaquille O'Neal,C,37,CLE,53,53,1240,262,463,0.566,0,1,0,262,462,0.567,0.566,112,226,0.496,93,262,355,80,15,62,105,169,636,147,216,20000000,,2009/2010,Orlando Magic,19,"$292,198,327 "
313,Fabricio Oberto,C,34,WAS,57,20,650,35,56,0.625,0,0,,35,56,0.625,0.625,13,17,0.765,34,71,105,51,11,9,36,121,83,111,208,2100000,,2009/2010,,4,"$16,917,680 "
314,Greg Oden,C,22,POR,21,21,502,92,152,0.605,0,0,,92,152,0.605,0.605,49,64,0.766,64,114,178,19,8,48,39,84,233,113,213,5361240,1,2009/2010,Portland Trail Blazers,1,"$24,322,868 "
315,Lamar Odom,PF,30,LAL,82,38,2585,342,739,0.463,58,182,0.319,284,557,0.51,0.502,140,202,0.693,184,618,802,267,75,59,150,227,882,99,208,7500000,,2009/2010,Los Angeles Clippers,10,"$115,967,658 "
316,Emeka Okafor,C,27,NOH,82,82,2370,348,656,0.53,0,0,,348,656,0.53,0.53,154,274,0.562,251,491,742,55,54,127,111,218,850,114,208,10538937,99,2009/2010,Charlotte Bobcats,5,"$90,353,330 "
317,Mehmet Okur,C,30,UTA,73,73,2149,355,775,0.458,82,213,0.385,273,562,0.486,0.511,196,239,0.82,132,383,515,119,38,81,127,223,988,112,211,9000000,,2009/2010,Detroit Pistons,7,"$72,935,000 "
318,Kevin Ollie,PG,37,OKC,25,0,263,18,45,0.4,0,1,0,18,44,0.409,0.4,8,8,1,3,22,25,20,9,0,6,16,44,88,193,1306455,,2009/2010,,22,"$20,131,418 "
319,Travis Outlaw,SF,25,LAC,23,6,499,72,180,0.4,28,74,0.378,44,106,0.415,0.478,28,35,0.8,20,63,83,26,11,9,20,30,200,95,206,4000000,14,2009/2010,Portland Trail Blazers,6,"$44,871,226 "
319,Travis Outlaw,SF,25,POR,11,0,231,38,101,0.376,12,31,0.387,26,70,0.371,0.436,21,24,0.875,13,25,38,8,7,8,12,13,109,95,206,4000000,14,2009/2010,Portland Trail Blazers,6,"$44,871,226 "
319,Travis Outlaw,SF,25,TOT,34,6,730,110,281,0.391,40,105,0.381,70,176,0.398,0.463,49,59,0.831,33,88,121,34,18,17,32,43,309,95,206,4000000,14,2009/2010,Portland Trail Blazers,6,"$44,871,226 "
320,Zaza Pachulia,C,25,ATL,78,1,1089,120,246,0.488,0,4,0,120,242,0.496,0.488,93,143,0.65,117,176,293,42,37,31,58,186,333,122,211,4750000,,2009/2010,Orlando Magic,6,"$60,356,464 "
321,Jannero Pargo,PG,30,CHI,63,5,829,132,381,0.346,38,138,0.275,94,243,0.387,0.396,42,45,0.933,9,69,78,89,29,2,50,68,344,79,185,2000000,,2009/2010,,9,"$11,685,203 "
322,Anthony Parker,SG,34,CLE,81,81,2289,206,475,0.434,108,261,0.414,98,214,0.458,0.547,75,95,0.789,30,201,231,157,63,18,71,151,595,97,198,2644230,,2009/2010,New Jersey Nets,6,"$23,401,410 "
323,Tony Parker,PG,27,SAS,56,50,1728,349,716,0.487,10,34,0.294,339,682,0.497,0.494,186,246,0.756,7,128,135,317,29,8,149,96,894,83,188,12600000,,2009/2010,San Antonio Spurs,8,"$168,282,460 "
324,Chris Paul,PG,24,NOH,45,45,1712,314,637,0.493,52,127,0.409,262,510,0.514,0.534,161,190,0.847,20,171,191,480,96,8,112,118,841,79,183,13520500,6,2009/2010,New Orleans Hornets,4,"$259,149,109 "
325,Sasha Pavlović,SF,26,MIN,71,0,877,109,300,0.363,35,118,0.297,74,182,0.407,0.422,10,26,0.385,12,105,117,58,23,6,53,84,263,99,203,1500000,,2009/2010,Utah Jazz,6,"$19,693,500 "
326,Oleksiy Pecherov,C,24,MIN,44,5,447,77,188,0.41,14,52,0.269,63,136,0.463,0.447,29,32,0.906,32,92,124,11,9,14,32,55,197,105,213,1547640,,2009/2010,Washington Wizards,2,"$4,340,160 "
327,Kendrick Perkins,C,25,BOS,78,78,2154,314,522,0.602,0,3,0,314,519,0.605,0.602,163,280,0.582,155,440,595,80,26,132,165,219,791,122,208,4250000,5,2009/2010,Memphis Grizzlies,6,"$57,268,448 "
328,Morris Peterson,SG,32,NOH,46,39,973,116,301,0.385,62,171,0.363,54,130,0.415,0.488,33,54,0.611,17,109,126,41,25,5,27,81,327,98,201,6212960,,2009/2010,Toronto Raptors,9,"$41,870,159 "
329,Johan Petro,C,24,DEN,36,16,436,54,101,0.535,0,1,0,54,100,0.54,0.535,14,21,0.667,32,97,129,14,10,13,23,80,122,112,213,884881,,2009/2010,Seattle SuperSonics,6,"$15,845,294 "
330,Paul Pierce,SF,32,BOS,71,71,2411,409,867,0.472,109,263,0.414,300,604,0.497,0.535,369,433,0.852,39,271,310,218,84,31,166,196,1296,106,201,19795712,,2009/2010,Boston Celtics,11,"$198,120,632 "
331,Mickaël Piétrus,SF,27,ORL,75,24,1687,233,539,0.432,116,306,0.379,117,233,0.502,0.54,69,109,0.633,39,176,215,49,53,31,69,138,651,97,198,5300000,,2009/2010,Golden State Warriors,6,"$34,658,719 "
332,James Posey,SF,33,NOH,77,2,1731,126,345,0.365,81,242,0.335,45,103,0.437,0.483,66,80,0.825,32,297,329,117,42,19,51,204,399,97,203,6031800,,2009/2010,Denver Nuggets,12,"$57,051,806 "
333,Leon Powe,SF,26,CLE,20,2,236,21,49,0.429,0,0,,21,49,0.429,0.429,37,63,0.587,19,42,61,0,6,2,11,36,79,108,203,855189,9,2009/2010,Denver Nuggets,3,"$3,688,078 "
334,Josh Powell,PF,27,LAL,63,0,581,71,194,0.366,7,16,0.438,64,178,0.36,0.384,20,31,0.645,44,72,116,35,9,6,33,71,169,102,206,959111,65,2009/2010,,6,"$4,826,990 "
335,A.J. Price,PG,23,IND,56,2,865,145,354,0.41,60,174,0.345,85,180,0.472,0.494,60,75,0.8,12,76,88,106,35,3,59,53,410,82,188,457588,24,2009/2010,Indiana Pacers,0,"$3,021,844 "
336,Ronnie Price,PG,26,UTA,60,4,806,98,242,0.405,18,63,0.286,80,179,0.447,0.442,41,59,0.695,28,46,74,123,40,13,56,109,255,86,188,1250000,,2009/2010,,4,"$16,597,596 "
337,Tayshaun Prince,SF,29,DET,49,49,1664,282,580,0.486,27,73,0.37,255,507,0.503,0.509,70,98,0.714,71,177,248,161,34,22,60,77,661,96,206,10324380,12,2009/2010,Detroit Pistons,7,"$81,675,782 "
338,Joel Przybilla,C,30,POR,30,9,681,45,86,0.523,0,0,,45,86,0.523,0.523,33,51,0.647,72,166,238,8,8,43,39,95,123,115,216,6857725,8,2009/2010,Houston Rockets,11,"$44,705,467 "
339,Chris Quinn,PG,26,NJN,25,0,223,20,56,0.357,10,32,0.313,10,24,0.417,0.446,6,6,1,1,15,16,29,9,1,10,15,56,83,188,1055000,75,2009/2010,,3,"$3,989,733 "
340,Vladimir Radmanović,PF,29,GSW,33,20,758,89,231,0.385,23,86,0.267,66,145,0.455,0.435,16,21,0.762,43,106,149,38,26,6,39,79,217,102,208,6466600,,2009/2010,Seattle SuperSonics,12,"$43,101,141 "
340,Vladimir Radmanović,PF,29,CHA,8,0,133,14,42,0.333,7,22,0.318,7,20,0.35,0.417,4,6,0.667,8,21,29,7,3,1,5,18,39,102,208,6466600,,2009/2010,Seattle SuperSonics,12,"$43,101,141 "
340,Vladimir Radmanović,PF,29,TOT,41,20,891,103,273,0.377,30,108,0.278,73,165,0.442,0.432,20,27,0.741,51,127,178,45,29,7,44,97,256,102,208,6466600,,2009/2010,Seattle SuperSonics,12,"$43,101,141 "
341,Anthony Randolph,C,20,GSW,33,8,749,137,309,0.443,1,5,0.2,136,304,0.447,0.445,109,136,0.801,73,142,215,42,28,51,49,92,384,92,208,1837560,15,2009/2010,Golden State Warriors,1,"$13,673,791 "
342,Shavlik Randolph,PF,26,POR,3,0,6,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,0,1,1,1,0,0,1,0,4,108,208,255054,14,2009/2010,,4,"$4,876,558 "
342,Shavlik Randolph,PF,26,MIA,3,0,47,5,15,0.333,0,0,,5,15,0.333,0.333,0,0,,7,6,13,0,1,1,2,9,10,108,208,255054,14,2009/2010,,4,"$4,876,558 "
342,Shavlik Randolph,PF,26,TOT,6,0,53,6,18,0.333,0,0,,6,18,0.333,0.333,2,2,1,7,7,14,1,1,1,3,9,14,108,208,255054,14,2009/2010,,4,"$4,876,558 "
343,Zach Randolph,PF,28,MEM,81,81,3051,652,1336,0.488,15,52,0.288,637,1284,0.496,0.494,362,465,0.778,330,620,950,149,80,34,174,226,1681,113,206,16000000,1,2009/2010,Portland Trail Blazers,10,"$199,124,765 "
344,Theo Ratliff,C,36,CHA,28,26,624,54,116,0.466,0,0,,54,116,0.466,0.466,36,46,0.783,44,73,117,16,9,43,25,60,144,102,208,1306455,,2009/2010,Detroit Pistons,20,"$102,351,958 "
344,Theo Ratliff,C,36,SAS,21,3,183,16,36,0.444,0,0,,16,36,0.444,0.444,2,4,0.5,15,25,40,9,3,18,16,27,34,102,208,1306455,,2009/2010,Detroit Pistons,20,"$102,351,958 "
344,Theo Ratliff,C,36,TOT,49,29,807,70,152,0.461,0,0,,70,152,0.461,0.461,38,50,0.76,59,98,157,25,12,61,41,87,178,102,208,1306455,,2009/2010,Detroit Pistons,20,"$102,351,958 "
345,Michael Redd,SG,30,MIL,18,12,492,75,213,0.352,18,60,0.3,57,153,0.373,0.394,47,66,0.712,11,43,54,39,19,2,15,24,215,99,198,17040000,,2009/2010,Milwaukee Bucks,9,"$101,991,325 "
346,J.J. Redick,SG,25,ORL,82,9,1808,243,553,0.439,111,274,0.405,132,279,0.473,0.54,191,222,0.86,17,138,155,158,28,4,63,118,788,90,190,2839408,11,2009/2010,Orlando Magic,3,"$104,894,308 "
347,Chris Richard,PF,25,CHI,18,0,224,15,29,0.517,0,0,,15,29,0.517,0.517,7,11,0.636,19,40,59,7,8,4,14,50,37,122,206,43319,43,2009/2010,Minnesota Timberwolves,1,"$470,482 "
348,Jason Richardson,SG,29,PHO,79,76,2485,473,998,0.474,157,400,0.393,316,598,0.528,0.553,136,184,0.739,81,323,404,143,66,33,92,169,1239,99,198,13333333,14,2009/2010,Golden State Warriors,10,"$105,356,093 "
349,Quentin Richardson,SF,29,MIA,76,75,2082,242,561,0.431,142,358,0.397,100,203,0.493,0.558,52,71,0.732,64,310,374,93,70,18,62,169,678,101,198,9352400,9,2009/2010,Los Angeles Clippers,9,"$63,054,302 "
350,Luke Ridnour,PG,28,MIL,82,0,1759,328,686,0.478,69,181,0.381,259,505,0.513,0.528,127,140,0.907,24,119,143,324,54,7,106,182,852,79,188,6500000,68,2009/2010,Seattle SuperSonics,6,"$45,269,478 "
351,Nate Robinson,PG,25,BOS,26,0,382,63,157,0.401,36,87,0.414,27,70,0.386,0.516,8,13,0.615,5,33,38,51,22,0,20,50,170,81,175,4000000,,2009/2010,Phoenix Suns,4,"$24,727,781 "
351,Nate Robinson,PG,25,NYK,30,2,733,152,336,0.452,51,136,0.375,101,200,0.505,0.528,42,54,0.778,23,49,72,112,27,5,53,66,397,81,175,4000000,,2009/2010,Phoenix Suns,4,"$24,727,781 "
351,Nate Robinson,PG,25,TOT,56,2,1115,215,493,0.436,87,223,0.39,128,270,0.474,0.524,50,67,0.746,28,82,110,163,49,5,73,116,567,81,175,4000000,,2009/2010,Phoenix Suns,4,"$24,727,781 "
352,Sergio Rodríguez,PG,23,NYK,27,8,531,79,161,0.491,17,49,0.347,62,112,0.554,0.543,25,31,0.806,9,30,39,91,21,2,55,38,200,79,190,1892035,,2009/2010,Phoenix Suns,3,"$12,669,835 "
352,Sergio Rodríguez,PG,23,SAC,39,0,517,88,190,0.463,15,42,0.357,73,148,0.493,0.503,43,62,0.694,15,35,50,121,29,3,59,46,234,79,190,1892035,,2009/2010,Phoenix Suns,3,"$12,669,835 "
352,Sergio Rodríguez,PG,23,TOT,66,8,1048,167,351,0.476,32,91,0.352,135,260,0.519,0.521,68,93,0.731,24,65,89,212,50,5,114,84,434,79,190,1892035,,2009/2010,Phoenix Suns,3,"$12,669,835 "
353,Rajon Rondo,PG,23,BOS,81,81,2963,459,904,0.508,17,80,0.213,442,824,0.536,0.517,175,282,0.621,100,260,360,794,189,11,246,198,1110,81,185,2094922,21,2009/2010,Phoenix Suns,3,"$102,147,637 "
354,Derrick Rose,PG,21,CHI,78,78,2871,672,1373,0.489,16,60,0.267,656,1313,0.5,0.495,259,338,0.766,65,228,293,469,57,27,217,96,1619,90,188,5184480,5,2009/2010,Chicago Bulls,1,"$128,752,278 "
355,Quinton Ross,SG,28,WAS,25,0,261,17,55,0.309,1,8,0.125,16,47,0.34,0.318,3,6,0.5,6,16,22,5,6,2,8,35,38,88,198,1033342,,2009/2010,,5,"$5,952,059 "
355,Quinton Ross,SF,28,DAL,27,7,301,23,56,0.411,3,13,0.231,20,43,0.465,0.438,5,8,0.625,11,16,27,7,7,4,3,34,54,88,198,1033342,,2009/2010,,5,"$5,952,059 "
355,Quinton Ross,SF-SG,28,TOT,52,7,562,40,111,0.36,4,21,0.19,36,90,0.4,0.378,8,14,0.571,17,32,49,12,13,6,11,69,92,88,198,1033342,,2009/2010,,5,"$5,952,059 "
356,Brandon Roy,SG,25,POR,65,65,2419,491,1038,0.473,73,221,0.33,418,817,0.512,0.508,343,440,0.78,73,212,285,305,61,16,129,136,1398,97,198,3910816,45,2009/2010,Minnesota Timberwolves,3,"$82,889,831 "
357,Brandon Rush,SG,24,IND,82,64,2491,297,702,0.423,124,302,0.411,173,400,0.433,0.511,56,89,0.629,41,305,346,112,56,65,93,159,774,99,198,1934160,23,2009/2010,Portland Trail Blazers,1,"$22,758,805 "
358,Kareem Rush,SG,29,LAC,7,0,58,4,11,0.364,1,3,0.333,3,8,0.375,0.409,0,0,,1,5,6,4,2,3,3,8,9,97,198,534906,34,2009/2010,Toronto Raptors,8,"$8,628,927 "
359,John Salmons,SG,30,MIL,30,28,1129,207,443,0.467,45,117,0.385,162,326,0.497,0.518,137,158,0.867,17,79,96,98,34,4,53,65,596,95,201,5456000,82,2009/2010,San Antonio Spurs,9,"$59,008,801 "
359,John Salmons,SG,30,CHI,51,28,1695,230,548,0.42,73,192,0.38,157,356,0.441,0.486,116,147,0.789,18,156,174,125,65,22,70,101,649,95,201,5456000,82,2009/2010,San Antonio Spurs,9,"$59,008,801 "
359,John Salmons,SG,30,TOT,81,56,2824,437,991,0.441,118,309,0.382,319,682,0.468,0.501,253,305,0.83,35,235,270,223,99,26,123,166,1245,95,201,5456000,82,2009/2010,San Antonio Spurs,9,"$59,008,801 "
360,Brian Scalabrine,PF,31,BOS,52,3,472,29,85,0.341,16,49,0.327,13,36,0.361,0.435,4,6,0.667,9,39,48,27,9,4,17,59,78,109,206,3413793,,2009/2010,New Jersey Nets,8,"$20,126,688 "
361,Luis Scola,PF,29,HOU,82,82,2671,560,1090,0.514,1,5,0.2,559,1085,0.515,0.514,208,267,0.779,175,530,705,169,63,26,163,246,1329,108,206,3375600,,2009/2010,San Antonio Spurs,2,"$65,252,186 "
362,Thabo Sefolosha,SG,25,OKC,82,82,2348,194,441,0.44,41,131,0.313,153,310,0.494,0.486,60,89,0.674,76,311,387,145,97,46,90,154,489,97,198,2759628,,2009/2010,Philadelphia 76ers,5,"$47,289,981 "
363,Ramon Sessions,PG,23,MIN,82,1,1732,253,555,0.456,1,15,0.067,252,540,0.467,0.457,167,233,0.717,58,156,214,258,55,5,137,137,674,86,190,3670667,,2009/2010,Milwaukee Bucks,2,"$35,152,193 "
364,Bobby Simmons,PF,29,NJN,23,2,395,42,117,0.359,20,63,0.317,22,54,0.407,0.444,18,20,0.9,11,52,63,15,15,3,19,52,122,95,201,10560000,26,2009/2010,Seattle SuperSonics,7,"$50,395,842 "
365,James Singleton,PF,28,WAS,32,3,766,73,190,0.384,2,15,0.133,71,175,0.406,0.389,47,56,0.839,91,130,221,22,17,36,37,82,195,97,203,1030189,,2009/2010,,3,"$3,156,458 "
365,James Singleton,SF,28,DAL,25,0,211,24,64,0.375,5,22,0.227,19,42,0.452,0.414,6,6,1,17,38,55,9,11,7,12,31,59,97,203,1030189,,2009/2010,,3,"$3,156,458 "
365,James Singleton,PF-SF,28,TOT,57,3,977,97,254,0.382,7,37,0.189,90,217,0.415,0.396,53,62,0.855,108,168,276,31,28,43,49,113,254,97,203,1030189,,2009/2010,,3,"$3,156,458 "
